FarmName,PlantName,HarvestDate,Quantity,MeasurementType,MeasurementValue,MeasurementDateTime
Burkeberg Fields,Cucumbers,2025-01-09,172.8,PH,12.0,2025-01-03 02:47:20
Burkeberg Fields,Cucumbers,2025-01-09,172.8,PH,12.0,2025-01-09 13:31:50
Burkeberg Fields,Cucumbers,2025-01-09,172.8,Light Intensity,92.73,2025-01-10 08:22:56
Lake Richard Plantation,Mint,2025-01-04,743.43,Humidity,98.0,2025-01-07 15:10:11
Lake Richard Plantation,Mint,2025-01-04,743.43,Light Intensity,45.05,2025-01-01 06:46:19
Lake Richard Plantation,Mint,2025-01-04,743.43,PH,12.0,2025-01-03 09:45:59
Lake Richard Plantation,Mint,2025-01-04,743.43,Temperature,40.0,2025-01-08 03:26:09
Lake Richard Plantation,Mint,2025-01-09,238.82,Humidity,98.0,2025-01-07 15:10:11
Lake Richard Plantation,Mint,2025-01-09,238.82,Light Intensity,45.05,2025-01-01 06:46:19
Lake Richard Plantation,Mint,2025-01-09,238.82,PH,12.0,2025-01-03 09:45:59
Lake Richard Plantation,Mint,2025-01-09,238.82,Temperature,40.0,2025-01-08 03:26:09
Evansmouth Orchard,Mint,2025-01-09,578.21,Temperature,18.44,2025-01-06 04:53:38
Evansmouth Orchard,Kale,2025-01-06,720.69,Temperature,18.44,2025-01-06 04:53:38
Paulfort Greenhouse,Eggplant,2025-01-09,249.56,PH,12.0,2025-01-05 03:19:51
Paulfort Greenhouse,Eggplant,2025-01-09,249.56,PH,12.0,2025-01-05 01:40:35
New Wandaview Orchard,Eggplant,2025-01-02,286.12,Temperature,40.0,2025-01-08 12:40:42
New Wandaview Orchard,Cucumbers,2025-01-02,924.26,Temperature,40.0,2025-01-08 12:40:42
Amandafort Farm,Kale,2025-01-08,740.34,Temperature,40.0,2025-01-01 03:45:06
Amandafort Farm,Kale,2025-01-08,740.34,Humidity,81.81,2025-01-07 11:54:43
Amandafort Farm,Kale,2025-01-08,740.34,Light Intensity,16.45,2025-01-04 08:41:00
Amandafort Farm,Spinach,2025-01-09,332.75,Temperature,40.0,2025-01-01 03:45:06
Amandafort Farm,Spinach,2025-01-09,332.75,Humidity,81.81,2025-01-07 11:54:43
Amandafort Farm,Spinach,2025-01-09,332.75,Light Intensity,16.45,2025-01-04 08:41:00
Thomasview Greenhouse,Lettuce,2025-01-03,502.09,Temperature,11.17,2025-01-08 01:01:44
Thomasview Greenhouse,Lettuce,2025-01-03,502.09,Temperature,33.65,2025-01-07 11:37:42
Thomasview Greenhouse,Lettuce,2025-01-03,502.09,Light Intensity,21.33,2025-01-07 12:38:45
Thomasview Greenhouse,Mint,2025-01-09,822.65,Temperature,11.17,2025-01-08 01:01:44
Thomasview Greenhouse,Mint,2025-01-09,822.65,Temperature,33.65,2025-01-07 11:37:42
Thomasview Greenhouse,Mint,2025-01-09,822.65,Light Intensity,21.33,2025-01-07 12:38:45
North Davidfort Farm,Eggplant,2025-01-08,231.43,PH,12.0,2025-01-01 13:10:54
North Davidfort Farm,Eggplant,2025-01-08,231.43,Humidity,28.52,2025-01-04 18:15:30
North Davidfort Farm,Mint,2025-01-01,110.9,PH,12.0,2025-01-01 13:10:54
North Davidfort Farm,Mint,2025-01-01,110.9,Humidity,28.52,2025-01-04 18:15:30
South Elizabethtown Fields,Kale,2025-01-02,349.38,Light Intensity,69.28,2025-01-05 19:36:07
South Elizabethtown Fields,Kale,2025-01-02,349.38,Light Intensity,15.76,2025-01-09 11:49:09
South Elizabethtown Fields,Tomatoes,2025-01-09,267.71,Light Intensity,69.28,2025-01-05 19:36:07
South Elizabethtown Fields,Tomatoes,2025-01-09,267.71,Light Intensity,15.76,2025-01-09 11:49:09
South Elizabethtown Fields,Mint,2025-01-06,114.76,Light Intensity,69.28,2025-01-05 19:36:07
South Elizabethtown Fields,Mint,2025-01-06,114.76,Light Intensity,15.76,2025-01-09 11:49:09
Davidview Fields,Strawberries,2025-01-08,738.13,Light Intensity,43.21,2025-01-04 17:07:11
Davidview Fields,Strawberries,2025-01-08,738.13,Temperature,38.94,2025-01-01 19:49:58
Davidview Fields,Strawberries,2025-01-08,738.13,Humidity,61.18,2025-01-01 17:08:27
Campbelltown Farm,Eggplant,2025-01-03,951.9,Temperature,40.0,2025-01-08 04:12:03
Campbelltown Farm,Eggplant,2025-01-01,929.04,Temperature,40.0,2025-01-08 04:12:03
Campbelltown Farm,Cucumbers,2025-01-09,781.07,Temperature,40.0,2025-01-08 04:12:03
Campbelltown Farm,Cucumbers,2025-01-07,551.9,Temperature,40.0,2025-01-08 04:12:03
Campbelltown Farm,Spinach,2025-01-08,498.42,Temperature,40.0,2025-01-08 04:12:03
Lake Victortown Greenhouse,Cucumbers,2025-01-01,720.22,Humidity,90.58,2025-01-10 18:04:54
Lake Victortown Greenhouse,Cucumbers,2025-01-01,720.22,Temperature,40.0,2025-01-05 06:24:31
Lake Victortown Greenhouse,Eggplant,2025-01-04,841.57,Humidity,90.58,2025-01-10 18:04:54
Lake Victortown Greenhouse,Eggplant,2025-01-04,841.57,Temperature,40.0,2025-01-05 06:24:31
Lake Victortown Greenhouse,Peppers,2025-01-08,978.03,Humidity,90.58,2025-01-10 18:04:54
Lake Victortown Greenhouse,Peppers,2025-01-08,978.03,Temperature,40.0,2025-01-05 06:24:31
Tamarashire Farm,Strawberries,2025-01-03,860.29,Humidity,86.52,2025-01-03 05:33:37
Tamarashire Farm,Strawberries,2025-01-03,860.29,PH,12.0,2025-01-01 15:47:19
Tamarashire Farm,Strawberries,2025-01-03,860.29,Humidity,37.21,2025-01-09 08:23:13
Tamarashire Farm,Strawberries,2025-01-03,860.29,Light Intensity,47.81,2025-01-01 03:22:22
West James Farm,Eggplant,2025-01-05,344.89,PH,12.0,2025-01-06 21:10:21
West James Farm,Eggplant,2025-01-05,344.89,Humidity,61.06,2025-01-08 15:32:32
West James Farm,Eggplant,2025-01-05,344.89,PH,12.0,2025-01-10 11:24:03
South Shawn Plantation,Peppers,2025-01-05,442.19,Light Intensity,40.5,2025-01-03 13:31:13
West Jeffreyside Orchard,Eggplant,2025-01-01,806.58,PH,12.0,2025-01-10 00:16:53
West Jeffreyside Orchard,Spinach,2025-01-09,118.04,PH,12.0,2025-01-10 00:16:53
Port Travisshire Orchard,Eggplant,2025-01-06,710.86,Temperature,40.0,2025-01-08 20:00:59
Port Travisshire Orchard,Eggplant,2025-01-06,710.86,Temperature,10.0,2025-01-03 22:33:40
New Christopherville Farm,Mint,2025-01-03,283.17,Temperature,40.0,2025-01-05 06:03:31
New Christopherville Farm,Mint,2025-01-03,283.17,Humidity,28.08,2025-01-01 23:27:17
New Christopherville Farm,Mint,2025-01-05,863.9,Temperature,40.0,2025-01-05 06:03:31
New Christopherville Farm,Mint,2025-01-05,863.9,Humidity,28.08,2025-01-01 23:27:17
Robertsonberg Greenhouse,Basil,2025-01-05,740.86,Temperature,28.66,2025-01-04 20:13:26
Robertsonberg Greenhouse,Basil,2025-01-05,740.86,Light Intensity,91.16,2025-01-08 19:51:38
Nortonhaven Greenhouse,Cucumbers,2025-01-09,172.24,Humidity,45.2,2025-01-01 13:46:07
